trade_id,year,quarter,year_quarter,exporter_country_code,exporter_country,exporter_region,importer_country_code,importer_country,importer_region,hardware_type,hardware_category,volume_units,trade_value_usd_millions,primary_supplier,trade_route,export_control_applied,restriction_factor,geopolitical_sensitivity,geo_risk_score_exporter,geo_risk_score_importer,data_source,is_synthetic
TF005389,2025,1,2025-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Consumer_Chip,Standard,1863,93.15,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.43,8.23,UN Comtrade/WITS/SIA Reports,1
TF005390,2025,2,2025-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Consumer_Chip,Standard,1927,96.37,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Medium,4.22,8.21,UN Comtrade/WITS/SIA Reports,1
TF005391,2025,3,2025-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Consumer_Chip,Standard,2461,123.05,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Medium,4.16,8.25,UN Comtrade/WITS/SIA Reports,1
TF005392,2025,4,2025-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Consumer_Chip,Standard,2009,100.47,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.31,8.3,UN Comtrade/WITS/SIA Reports,1
TF005393,2015,1,2015-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,723,36.15,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.41,7.76,UN Comtrade/WITS/SIA Reports,0
TF005394,2015,2,2015-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,790,39.51,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.33,7.75,UN Comtrade/WITS/SIA Reports,0
TF005395,2015,3,2015-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,831,41.56,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.22,7.69,UN Comtrade/WITS/SIA Reports,0
TF005396,2015,4,2015-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,698,34.91,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.37,7.92,UN Comtrade/WITS/SIA Reports,0
TF005397,2016,1,2016-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,765,38.28,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.34,7.68,UN Comtrade/WITS/SIA Reports,0
TF005398,2016,2,2016-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,969,48.49,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.32,7.88,UN Comtrade/WITS/SIA Reports,0
TF005399,2016,3,2016-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,991,49.6,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.23,7.81,UN Comtrade/WITS/SIA Reports,0
TF005400,2016,4,2016-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,906,45.31,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.18,7.85,UN Comtrade/WITS/SIA Reports,0
TF005401,2017,1,2017-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,960,48.02,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.24,7.91,UN Comtrade/WITS/SIA Reports,0
TF005402,2017,2,2017-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1090,54.54,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.37,7.72,UN Comtrade/WITS/SIA Reports,0
TF005403,2017,3,2017-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,994,49.71,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.16,7.9,UN Comtrade/WITS/SIA Reports,0
TF005404,2017,4,2017-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,988,49.43,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.34,7.76,UN Comtrade/WITS/SIA Reports,0
TF005405,2018,1,2018-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,858,42.92,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.38,7.87,UN Comtrade/WITS/SIA Reports,0
TF005406,2018,2,2018-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1200,60.01,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.37,7.9,UN Comtrade/WITS/SIA Reports,0
TF005407,2018,3,2018-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1212,60.6,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.34,7.78,UN Comtrade/WITS/SIA Reports,0
TF005408,2018,4,2018-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1105,55.26,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.35,7.77,UN Comtrade/WITS/SIA Reports,0
TF005409,2019,1,2019-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,921,46.07,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.24,7.81,UN Comtrade/WITS/SIA Reports,0
TF005410,2019,2,2019-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1106,55.35,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.22,7.81,UN Comtrade/WITS/SIA Reports,0
TF005411,2019,3,2019-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1129,56.45,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.39,7.8,UN Comtrade/WITS/SIA Reports,0
TF005412,2019,4,2019-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1099,54.96,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.19,7.75,UN Comtrade/WITS/SIA Reports,0
TF005413,2020,1,2020-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,979,48.97,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.39,7.88,UN Comtrade/WITS/SIA Reports,0
TF005414,2020,2,2020-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1067,53.4,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.33,7.72,UN Comtrade/WITS/SIA Reports,0
TF005415,2020,3,2020-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1339,66.97,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.44,7.82,UN Comtrade/WITS/SIA Reports,0
TF005416,2020,4,2020-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1106,55.32,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.39,7.87,UN Comtrade/WITS/SIA Reports,0
TF005417,2021,1,2021-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1192,59.6,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.44,7.83,UN Comtrade/WITS/SIA Reports,0
TF005418,2021,2,2021-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1342,67.13,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.4,7.85,UN Comtrade/WITS/SIA Reports,0
TF005419,2021,3,2021-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1438,71.93,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.22,7.76,UN Comtrade/WITS/SIA Reports,0
TF005420,2021,4,2021-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1098,54.92,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.3,7.79,UN Comtrade/WITS/SIA Reports,0
TF005421,2022,1,2022-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1426,71.3,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.33,7.89,UN Comtrade/WITS/SIA Reports,0
TF005422,2022,2,2022-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1397,69.9,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.4,7.83,UN Comtrade/WITS/SIA Reports,0
TF005423,2022,3,2022-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1598,79.91,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.24,7.81,UN Comtrade/WITS/SIA Reports,0
TF005424,2022,4,2022-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1387,69.36,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.33,7.92,UN Comtrade/WITS/SIA Reports,0
TF005425,2023,1,2023-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1557,77.89,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.44,7.97,UN Comtrade/WITS/SIA Reports,0
TF005426,2023,2,2023-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1809,90.45,Huawei HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Medium,4.4,7.85,UN Comtrade/WITS/SIA Reports,0
TF005427,2023,3,2023-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1673,83.67,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.22,7.77,UN Comtrade/WITS/SIA Reports,0
TF005428,2023,4,2023-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1387,69.38,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.15,7.99,UN Comtrade/WITS/SIA Reports,0
TF005429,2024,1,2024-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1619,80.99,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.24,8.12,UN Comtrade/WITS/SIA Reports,1
TF005430,2024,2,2024-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,2035,101.77,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.44,8.08,UN Comtrade/WITS/SIA Reports,1
TF005431,2024,3,2024-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1957,97.87,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.24,7.96,UN Comtrade/WITS/SIA Reports,1
TF005432,2024,4,2024-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1620,81.01,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.27,8.19,UN Comtrade/WITS/SIA Reports,1
TF005433,2025,1,2025-Q1,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1652,82.6,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Medium,4.21,8.07,UN Comtrade/WITS/SIA Reports,1
TF005434,2025,2,2025-Q2,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,2256,112.84,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.26,8.15,UN Comtrade/WITS/SIA Reports,1
TF005435,2025,3,2025-Q3,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,2058,102.93,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Medium,4.27,8.04,UN Comtrade/WITS/SIA Reports,1
TF005436,2025,4,2025-Q4,AE,United Arab Emirates,Middle East,PK,Pakistan,South Asia,Telecom_Chip,Standard,1995,99.79,ZTE Microelectronics,Middle-East/South-Asia Corridor,0,1.0,Medium,4.18,8.25,UN Comtrade/WITS/SIA Reports,1
TF005437,2015,1,2015-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,554,27.74,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.27,4.98,UN Comtrade/WITS/SIA Reports,0
TF005438,2015,2,2015-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,606,30.31,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.08,5.01,UN Comtrade/WITS/SIA Reports,0
TF005439,2015,3,2015-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,656,32.81,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.19,5.07,UN Comtrade/WITS/SIA Reports,0
TF005440,2015,4,2015-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,621,31.1,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Low,5.28,4.89,UN Comtrade/WITS/SIA Reports,0
TF005441,2016,1,2016-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,636,31.85,HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Low,5.07,5.06,UN Comtrade/WITS/SIA Reports,0
TF005442,2016,2,2016-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,687,34.36,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.09,5.11,UN Comtrade/WITS/SIA Reports,0
TF005443,2016,3,2016-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,761,38.07,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.16,4.86,UN Comtrade/WITS/SIA Reports,0
TF005444,2016,4,2016-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,658,32.93,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.33,5.03,UN Comtrade/WITS/SIA Reports,0
TF005445,2017,1,2017-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,769,38.49,HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Low,5.09,5.02,UN Comtrade/WITS/SIA Reports,0
TF005446,2017,2,2017-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,846,42.35,HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Low,5.21,4.88,UN Comtrade/WITS/SIA Reports,0
TF005447,2017,3,2017-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,844,42.24,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.23,5.07,UN Comtrade/WITS/SIA Reports,0
TF005448,2017,4,2017-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,775,38.77,HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Low,5.28,5.05,UN Comtrade/WITS/SIA Reports,0
TF005449,2018,1,2018-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,712,35.61,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.17,5.08,UN Comtrade/WITS/SIA Reports,0
TF005450,2018,2,2018-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,968,48.43,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Low,5.07,5.01,UN Comtrade/WITS/SIA Reports,0
TF005451,2018,3,2018-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,874,43.72,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Low,5.12,5.0,UN Comtrade/WITS/SIA Reports,0
TF005452,2018,4,2018-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,826,41.35,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Low,5.05,5.08,UN Comtrade/WITS/SIA Reports,0
TF005453,2019,1,2019-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,881,44.09,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.34,4.9,UN Comtrade/WITS/SIA Reports,0
TF005454,2019,2,2019-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,957,47.86,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Low,5.18,4.95,UN Comtrade/WITS/SIA Reports,0
TF005455,2019,3,2019-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,996,49.82,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Low,5.28,4.86,UN Comtrade/WITS/SIA Reports,0
TF005456,2019,4,2019-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,961,48.07,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Low,5.29,5.08,UN Comtrade/WITS/SIA Reports,0
TF005457,2020,1,2020-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,850,42.54,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.17,5.08,UN Comtrade/WITS/SIA Reports,0
TF005458,2020,2,2020-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,890,44.52,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.32,4.9,UN Comtrade/WITS/SIA Reports,0
TF005459,2020,3,2020-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,911,45.57,HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Low,5.22,4.95,UN Comtrade/WITS/SIA Reports,0
TF005460,2020,4,2020-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,829,41.47,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.2,5.11,UN Comtrade/WITS/SIA Reports,0
TF005461,2021,1,2021-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,915,45.75,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.16,4.92,UN Comtrade/WITS/SIA Reports,0
TF005462,2021,2,2021-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1017,50.86,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Low,5.2,5.07,UN Comtrade/WITS/SIA Reports,0
TF005463,2021,3,2021-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,990,49.54,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Low,5.12,4.96,UN Comtrade/WITS/SIA Reports,0
TF005464,2021,4,2021-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,927,46.39,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.17,5.09,UN Comtrade/WITS/SIA Reports,0
TF005465,2022,1,2022-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,976,48.81,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Low,5.2,5.04,UN Comtrade/WITS/SIA Reports,0
TF005466,2022,2,2022-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1089,54.5,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Low,5.27,5.01,UN Comtrade/WITS/SIA Reports,0
TF005467,2022,3,2022-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1205,60.26,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Low,5.29,4.92,UN Comtrade/WITS/SIA Reports,0
TF005468,2022,4,2022-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1174,58.7,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.22,5.03,UN Comtrade/WITS/SIA Reports,0
TF005469,2023,1,2023-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1239,61.99,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.3,5.03,UN Comtrade/WITS/SIA Reports,0
TF005470,2023,2,2023-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1378,68.95,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.18,5.01,UN Comtrade/WITS/SIA Reports,0
TF005471,2023,3,2023-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1219,60.96,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Low,5.08,5.1,UN Comtrade/WITS/SIA Reports,0
TF005472,2023,4,2023-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1073,53.66,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Low,5.1,5.09,UN Comtrade/WITS/SIA Reports,0
TF005473,2024,1,2024-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1161,58.08,HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Low,5.13,5.03,UN Comtrade/WITS/SIA Reports,1
TF005474,2024,2,2024-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1542,77.13,Qualcomm,Middle-East/South-Asia Corridor,0,1.0,Low,5.28,5.0,UN Comtrade/WITS/SIA Reports,1
TF005475,2024,3,2024-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1584,79.2,HiSilicon,Middle-East/South-Asia Corridor,0,1.0,Low,5.27,5.0,UN Comtrade/WITS/SIA Reports,1
TF005476,2024,4,2024-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1428,71.41,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Low,5.32,4.97,UN Comtrade/WITS/SIA Reports,1
TF005477,2025,1,2025-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1460,73.01,Allwinner,Middle-East/South-Asia Corridor,0,1.0,Low,5.05,5.03,UN Comtrade/WITS/SIA Reports,1
TF005478,2025,2,2025-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1522,76.12,MediaTek,Middle-East/South-Asia Corridor,0,1.0,Low,5.2,5.09,UN Comtrade/WITS/SIA Reports,1
TF005479,2025,3,2025-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1820,91.0,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.13,5.09,UN Comtrade/WITS/SIA Reports,1
TF005480,2025,4,2025-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,Consumer_Chip,Standard,1496,74.82,UNISOC,Middle-East/South-Asia Corridor,0,1.0,Low,5.27,5.03,UN Comtrade/WITS/SIA Reports,1
TF005481,2015,1,2015-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,502,25.14,Huawei Ascend,Middle-East/South-Asia Corridor,0,1.0,Low,5.32,4.91,UN Comtrade/WITS/SIA Reports,0
TF005482,2015,2,2015-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,697,34.87,Cambricon,Middle-East/South-Asia Corridor,0,1.0,Low,5.05,4.93,UN Comtrade/WITS/SIA Reports,0
TF005483,2015,3,2015-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,606,30.34,Huawei Ascend,Middle-East/South-Asia Corridor,0,1.0,Low,5.05,5.07,UN Comtrade/WITS/SIA Reports,0
TF005484,2015,4,2015-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,602,30.14,Intel Gaudi,Middle-East/South-Asia Corridor,0,1.0,Low,5.29,4.93,UN Comtrade/WITS/SIA Reports,0
TF005485,2016,1,2016-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,610,30.53,Cambricon,Middle-East/South-Asia Corridor,0,1.0,Low,5.25,4.98,UN Comtrade/WITS/SIA Reports,0
TF005486,2016,2,2016-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,740,37.03,Huawei Ascend,Middle-East/South-Asia Corridor,0,1.0,Low,5.24,4.88,UN Comtrade/WITS/SIA Reports,0
TF005487,2016,3,2016-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,791,39.56,NVIDIA,Middle-East/South-Asia Corridor,0,1.0,Low,5.27,5.05,UN Comtrade/WITS/SIA Reports,0
TF005488,2016,4,2016-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,598,29.94,Biren,Middle-East/South-Asia Corridor,0,1.0,Low,5.13,4.97,UN Comtrade/WITS/SIA Reports,0
TF005489,2017,1,2017-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,655,32.75,Biren,Middle-East/South-Asia Corridor,0,1.0,Low,5.12,5.09,UN Comtrade/WITS/SIA Reports,0
TF005490,2017,2,2017-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,816,40.83,Google TPU,Middle-East/South-Asia Corridor,0,1.0,Low,5.22,4.92,UN Comtrade/WITS/SIA Reports,0
TF005491,2017,3,2017-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,911,45.58,Cambricon,Middle-East/South-Asia Corridor,0,1.0,Low,5.11,5.09,UN Comtrade/WITS/SIA Reports,0
TF005492,2017,4,2017-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,811,40.57,AWS Trainium,Middle-East/South-Asia Corridor,0,1.0,Low,5.27,5.15,UN Comtrade/WITS/SIA Reports,0
TF005493,2018,1,2018-Q1,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,792,39.61,AWS Trainium,Middle-East/South-Asia Corridor,0,1.0,Low,5.12,4.91,UN Comtrade/WITS/SIA Reports,0
TF005494,2018,2,2018-Q2,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,836,41.84,NVIDIA,Middle-East/South-Asia Corridor,0,1.0,Low,5.05,5.05,UN Comtrade/WITS/SIA Reports,0
TF005495,2018,3,2018-Q3,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,864,43.24,Google TPU,Middle-East/South-Asia Corridor,0,1.0,Low,5.29,4.96,UN Comtrade/WITS/SIA Reports,0
TF005496,2018,4,2018-Q4,SA,Saudi Arabia,Middle East,IN,India,South Asia,AI_Accelerator,Advanced,802,40.13,Biren,Middle-East/South-Asia Corridor,0,1.0,Low,5.34,4.92,UN Comtrade/WITS/SIA Reports,0
